Key,region_name,Station,lon,lat,Date,STN_TIME,Twilight,Net_Type,Mesh_Size(um),Net_Mouth_Dia(m),DEPTH_STRT,DEPTH_END,Bottom Depth(m),Volume Filtered(m3),CTD,NOTES,Sample_ID,Kingdom,Phylum,Class,Order,Family,Genus,Tax1,Tax2,Tax3,Tax4,Abundance,Bodymass,Biomass,Name
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Tomopteridae,Tomopteris,pacifica,,s2,NA,NA,0.3400226207544629,NA,Tomopteris pacifica  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Tomopteridae,Tomopteris,pacifica,,s3,NA,0.0229,5.500089361628676,0.1259520463812967,Tomopteris pacifica  s3
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Tomopteridae,Tomopteris,septentrionalis,,s2,NA,NA,0.33999405285455214,NA,Tomopteris septentrionalis  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Tomopteridae,Tomopteris,septentrionalis,,s3,NA,NA,3.400013790490747,NA,Tomopteris septentrionalis  s3
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Typhloscolecidae,Typhloscolex,muelleri,,s1,NA,NA,0.021000812563123698,NA,Typhloscolex muelleri  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Acic,Typhloscolecidae,Typhloscolex,muelleri,,s2,NA,NA,0.2099997180743527,NA,Typhloscolex muelleri  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Cana,Chaetopteridae,Chaetopterus,*sp.,larvae,s1,NA,NA,0.022000394975327787,NA,Chaetopterus *sp. larvae s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Cana,Magelonidae,Magelonidae,*sp.,larvae,s1,NA,NA,0.07999877651779246,NA,Magelonidae *sp. larvae s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Cana,Oweniidae,Oweniidae,*sp.,larvae,s1,NA,NA,0.021999689434097768,NA,Oweniidae *sp. larvae s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Cana,Pectinariidae,Pectinariidae,*sp.,larvae,s1,NA,NA,0.07999901392233388,NA,Pectinariidae *sp. larvae s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Anne,Poly,Cana,Spionidae,Spionidae,*sp.,larvae,s1,NA,NA,0.08000063997167312,NA,Spionidae *sp. larvae s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Arac,Acar,Halacaridae,Halacaridae,*sp.,,s1,NA,NA,0.24993770246698233,NA,Halacaridae *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Bran,Dipl,Podonidae,Evadne,*sp.,,s1,NA,NA,0.004999889451668246,NA,Evadne *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Bran,Dipl,Podonidae,Podon,*sp.,,s1,NA,NA,0.0049998848903462685,NA,Podon *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Cirr,Lepa,,Lepas,*sp.,cyprids,s1,NA,NA,0.44999374139441733,NA,Lepas *sp. cyprids s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Cirr,Thec,,Cirripedia,*sp.,cyprids,s1,NA,NA,0.10000018184986739,NA,Cirripedia *sp. cyprids s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Cirr,Thec,,Cirripedia,*sp.,nauplii,s1,NA,NA,0.04000036531945681,NA,Cirripedia *sp. nauplii s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Cirr,Thec,,Rhizocephala,*sp.,nauplii,s1,NA,NA,0.02000127404993671,NA,Rhizocephala *sp. nauplii s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Calliopiidae,Calliopius,pacificus,,s1,NA,NA,0.26991396282133795,NA,Calliopius pacificus  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Calliopiidae,Calliopius,pacificus,,s2,NA,NA,4.220017706955758,NA,Calliopius pacificus  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Calliopiidae,Calliopius,pacificus,,s3,NA,NA,8.640607603805186,NA,Calliopius pacificus  s3
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Cyphocarididae,Cyphocaris,challengeri,,s1,NA,NA,0.5499994279869733,NA,Cyphocaris challengeri  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Cyphocarididae,Cyphocaris,challengeri,,s2,NA,0.6412,3.2999959287339893,2.115957389504234,Cyphocaris challengeri  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Cyphocarididae,Cyphocaris,challengeri,,s3,NA,0.0458,5.700028994943507,0.26106132796841264,Cyphocaris challengeri  s3
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Hyperia,medusarum,,F,NA,NA,6.650105523882525,NA,Hyperia medusarum  F
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Hyperia,medusarum,,s1,NA,NA,0.2699523052464229,NA,Hyperia medusarum  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Hyperoche,*sp.,,s1,NA,NA,0.2699994912113438,NA,Hyperoche *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Hyperoche,medusarum,,F,NA,NA,8.639562596383008,NA,Hyperoche medusarum  F
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Hyperoche,medusarum,,s1,NA,NA,0.26996601529311814,NA,Hyperoche medusarum  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Themisto,pacifica,,F,NA,0.1832,5.69999729102487,1.0442395037157561,Themisto pacifica  F
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Themisto,pacifica,,M,NA,NA,2.100003447790911,NA,Themisto pacifica  M
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Themisto,pacifica,,s2,NA,NA,2.1600309904015838,NA,Themisto pacifica  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Hyperiidae,Themisto,pacifica,juvenile,s1,NA,NA,0.2370003224688624,NA,Themisto pacifica juvenile s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Lysianassidae,Orchomenella,*sp.,,s2,NA,NA,0.8439985404728941,NA,Orchomenella *sp.  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Lysianassidae,Orchomenella,*sp.,,s3,NA,NA,17.280010728107246,NA,Orchomenella *sp.  s3
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Melphidippidae,Melphidippa,*sp.,,s2,NA,NA,1.0999999999999999,NA,Melphidippa *sp.  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Oedicerotidae,Oedicerotidae,*sp.,,s1,NA,NA,NA,NA,Oedicerotidae *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Phrosinidae,Primno,abyssalis,,F,NA,0.0458,4.899898004125689,0.22441532858895658,Primno abyssalis  F
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Phrosinidae,Primno,abyssalis,,M,NA,NA,3.279973970945568,NA,Primno abyssalis  M
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Phrosinidae,Primno,abyssalis,,s1,NA,NA,0.053989167971257676,NA,Primno abyssalis  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Phrosinidae,Primno,abyssalis,,s2,NA,0.0458,0.8440013676053199,0.03865526263632365,Primno abyssalis  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Scinidae,Scina,*sp.,,s1,NA,NA,0.040004535873302396,NA,Scina *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Scinidae,Scina,borealis,,F,NA,NA,2.5899393958215056,NA,Scina borealis  F
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Scinidae,Scina,borealis,,M,NA,NA,2.589966965873549,NA,Scina borealis  M
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Amph,Scinidae,Scina,borealis,,s2,NA,NA,1.2899984917713034,NA,Scina borealis  s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Cuma,,Cumacea,*sp.,,s1,NA,NA,0.06634182908545727,NA,Cumacea *sp.  s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,,Brachyura,*sp.,zoea,s1,NA,NA,0.08000028895425876,NA,Brachyura *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,,Caridea,*sp.,mysis,s2,NA,NA,0.3240042156049147,NA,Caridea *sp. mysis s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,,Caridea,*sp.,zoea,s1,NA,NA,0.023000963418983958,NA,Caridea *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Axiidae,Axiidae,*sp.,mysis,s2,NA,NA,NA,NA,Axiidae *sp. mysis s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Cancer,productus,megalops,s1,NA,NA,2.7999305259610496,NA,Cancer productus megalops s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Cancridae,*sp.,megalops,s1,NA,NA,NA,NA,Cancridae *sp. megalops s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Cancridae,*sp.,zoea,s1,NA,NA,NA,NA,Cancridae *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Glebocarcinus,oregonensis,megalops,s1,NA,NA,NA,NA,Glebocarcinus oregonensis megalops s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Glebocarcinus,oregonensis,megalops,s2,NA,NA,NA,NA,Glebocarcinus oregonensis megalops s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Metacarcinus,gracilis,zoea,s1,NA,NA,NA,NA,Metacarcinus gracilis zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Metacarcinus,magister,megalops,s2,NA,NA,NA,NA,Metacarcinus magister megalops s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Cancridae,Metacarcinus,magister,zoea,s2,NA,NA,NA,NA,Metacarcinus magister zoea s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Galatheidae,Galatheidae,*sp.,zoea,s1,NA,NA,0.06400018493621043,NA,Galatheidae *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Galatheidae,Munida,*sp.,zoea,s1,NA,NA,0.06400008250002578,NA,Munida *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Galatheidae,Munida,*sp.,zoea,s2,NA,NA,NA,NA,Munida *sp. zoea s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Galatheidae,Munida,quadrispina,megalops,s2,NA,NA,4.709945048165659,NA,Munida quadrispina megalops s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Hippolytidae,Hippolytidae,*sp.,mysis,s2,NA,NA,0.6300074096612269,NA,Hippolytidae *sp. mysis s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Lithodidae,Lithodidae,*sp.,zoea,s1,NA,NA,NA,NA,Lithodidae *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Lithodidae,Lithodidae,*sp.,zoea,s2,NA,NA,NA,NA,Lithodidae *sp. zoea s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Majidae,Majidae,*sp.,zoea,s1,NA,NA,0.21999983656318342,NA,Majidae *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Oregoniidae,Oregonia,*sp.,megalops,s1,NA,NA,0.07301824839682192,NA,Oregonia *sp. megalops s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Paguridae,Paguridae,*sp.,megalops,s1,NA,NA,0.09001510896798422,NA,Paguridae *sp. megalops s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Paguridae,Paguridae,*sp.,zoea,s1,NA,NA,0.06400371333796728,NA,Paguridae *sp. zoea s1
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Paguridae,Paguridae,*sp.,zoea,s2,NA,NA,0.24899774921050977,NA,Paguridae *sp. zoea s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Pandalidae,Pandalidae,*sp.,zoea,s2,NA,NA,0.6299548266636077,NA,Pandalidae *sp. zoea s2
HAK2017097000101,Northern Strait of Georgia,QU39,-125.099,50.031,2017-01-05,11:30:00,Daylight,Bongo VNH,250,0.5,235,0,265,43.67,NA,QPK967,HAK2017097000101,Anim,Arth,Mala,Deca,Pandalidae,Pandalopsis,dispar,,s3,NA,NA,12.199215964557496,NA,Pandalopsis dispar  s3
