library_ID,collection_date,depth,lat_lon,source_material_id,title,sra_accession,biosample_accession,bioproject_accession,collection_method,size_frac,design_description,geo_loc_name,samp_collect_device,samp_mat_process,samp_size,samp_store_temp
QMIC1975_18S_QU39_3,2017-01-26,0,50.0307 N 125.0992 W,QMIC1975,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31365002,SAMN44770514,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1976_18S_QU39_3,2017-01-26,5,50.0307 N 125.0992 W,QMIC1976,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364963,SAMN44770515,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,1700 ml,-80
QMIC1977_18S_QU39_3,2017-01-26,30,50.0307 N 125.0992 W,QMIC1977,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364952,SAMN44770516,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1978_18S_QU39_3,2017-01-26,100,50.0307 N 125.0992 W,QMIC1978,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364916,SAMN44770517,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1979_18S_QU39_3,2017-01-26,260,50.0307 N 125.0992 W,QMIC1979,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364905,SAMN44770518,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1985_18S_QU39_3,2017-02-17,0,50.0307 N 125.0992 W,QMIC1985,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364894,SAMN44770519,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1986_18S_QU39_3,2017-02-17,5,50.0307 N 125.0992 W,QMIC1986,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364883,SAMN44770520,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1987_18S_QU39_3,2017-02-17,30,50.0307 N 125.0992 W,QMIC1987,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364872,SAMN44770521,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1988_18S_QU39_3,2017-02-17,100,50.0307 N 125.0992 W,QMIC1988,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364941,SAMN44770522,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1989_18S_QU39_3,2017-02-17,260,50.0307 N 125.0992 W,QMIC1989,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364930,SAMN44770523,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1995_18S_QU39_3,2017-02-25,0,50.0307 N 125.0992 W,QMIC1995,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364926,SAMN44770524,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1996_18S_QU39_3,2017-02-25,5,50.0307 N 125.0992 W,QMIC1996,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364925,SAMN44770525,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1997_18S_QU39_3,2017-02-25,30,50.0307 N 125.0992 W,QMIC1997,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364924,SAMN44770526,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1998_18S_QU39_3,2017-02-25,100,50.0307 N 125.0992 W,QMIC1998,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364923,SAMN44770527,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC1999_18S_QU39_3,2017-02-25,260,50.0307 N 125.0992 W,QMIC1999,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364922,SAMN44770528,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2005_18S_QU39_3,2017-03-15,0,50.0307 N 125.0992 W,QMIC2005,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364920,SAMN44770529,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2006_18S_QU39_3,2017-03-15,5,50.0307 N 125.0992 W,QMIC2006,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364840,SAMN44770530,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2007_18S_QU39_3,2017-03-15,30,50.0307 N 125.0992 W,QMIC2007,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364839,SAMN44770531,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,1950 ml,-80
QMIC2008_18S_QU39_3,2017-03-15,100,50.0307 N 125.0992 W,QMIC2008,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364838,SAMN44770532,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2009_18S_QU39_3,2017-03-15,260,50.0307 N 125.0992 W,QMIC2009,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364837,SAMN44770533,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2015_18S_QU39_3,2017-03-30,0,50.0307 N 125.0992 W,QMIC2015,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364835,SAMN44770534,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2016_18S_QU39_3,2017-03-30,5,50.0307 N 125.0992 W,QMIC2016,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364834,SAMN44770535,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2017_18S_QU39_3,2017-03-30,30,50.0307 N 125.0992 W,QMIC2017,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364833,SAMN44770536,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2018_18S_QU39_3,2017-03-30,100,50.0307 N 125.0992 W,QMIC2018,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364832,SAMN44770537,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2019_18S_QU39_3,2017-03-30,260,50.0307 N 125.0992 W,QMIC2019,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364831,SAMN44770538,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2025_18S_QU39_3,2017-04-07,0,50.0307 N 125.0992 W,QMIC2025,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364830,SAMN44770539,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2026_18S_QU39_3,2017-04-07,5,50.0307 N 125.0992 W,QMIC2026,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364829,SAMN44770540,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2027_18S_QU39_3,2017-04-07,30,50.0307 N 125.0992 W,QMIC2027,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364828,SAMN44770541,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2028_18S_QU39_3,2017-04-07,100,50.0307 N 125.0992 W,QMIC2028,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364827,SAMN44770542,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2029_18S_QU39_3,2017-04-07,260,50.0307 N 125.0992 W,QMIC2029,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364826,SAMN44770543,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2035_18S_QU39_3,2017-04-11,0,50.0307 N 125.0992 W,QMIC2035,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364824,SAMN44770544,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2036_18S_QU39_3,2017-04-11,5,50.0307 N 125.0992 W,QMIC2036,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364823,SAMN44770545,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2037_18S_QU39_3,2017-04-11,30,50.0307 N 125.0992 W,QMIC2037,18S metabarcoding targeting marine eukaryotes in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364822,SAMN44770546,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,Metabarcoding of 18S (V4) using V4-565F and V4981R (Balzano et al 2015) with fusion primers.,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
