library_ID,collection_date,depth,lat_lon,source_material_id,title,sra_accession,biosample_accession,bioproject_accession,collection_method,size_frac,design_description,geo_loc_name,samp_collect_device,samp_mat_process,samp_size,samp_store_temp
QMIC2016_COI_QU39-2017,2017-03-30,5,50.0307 N 125.0992 W,QMIC2016,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364543,SAMN44770535,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2017_COI_QU39-2017,2017-03-30,30,50.0307 N 125.0992 W,QMIC2017,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364542,SAMN44770536,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2018_COI_QU39-2017,2017-03-30,100,50.0307 N 125.0992 W,QMIC2018,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364541,SAMN44770537,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2019_COI_QU39-2017,2017-03-30,260,50.0307 N 125.0992 W,QMIC2019,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364540,SAMN44770538,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2025_COI_QU39-2017,2017-04-07,0,50.0307 N 125.0992 W,QMIC2025,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364512,SAMN44770539,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2026_COI_QU39-2017,2017-04-07,5,50.0307 N 125.0992 W,QMIC2026,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364510,SAMN44770540,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2027_COI_QU39-2017,2017-04-07,30,50.0307 N 125.0992 W,QMIC2027,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364509,SAMN44770541,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2028_COI_QU39-2017,2017-04-07,100,50.0307 N 125.0992 W,QMIC2028,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364508,SAMN44770542,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2029_COI_QU39-2017,2017-04-07,260,50.0307 N 125.0992 W,QMIC2029,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364506,SAMN44770543,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2035_COI_QU39-2017,2017-04-11,0,50.0307 N 125.0992 W,QMIC2035,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364505,SAMN44770544,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2036_COI_QU39-2017,2017-04-11,5,50.0307 N 125.0992 W,QMIC2036,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364504,SAMN44770545,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
